project,codigo,fecha_encuesta,nombre_del_evaluador,genero_del_evaluador,interview_modality,nacionalidad,gender,follow_up,hh_language,document,interview_language,children,seniors,dependents,adults,time_in_country,date_of_arrival,d1a_housing_score,d1b_rent_score,d2_food_score,d3_education_score,d4_healthcare_score,d5_health_status_score,d6_safety_score,d7_employment_score,d8_fin_resources_score,d9_assistance_score,d10_debt_score,d11_savings_score,d12a_fin_soc_cap_score,d12b_rel_soc_cap_score,d12_average_score,group_a_total_score,d2_weighted_score,d5_weighted_score,d9_weighted_score,group_b_total_score,hh_sri_total_score,uuid,program_type,count,position,days_since_pre,measure_prop,in_program
prm,ec0036693,2022-02-02T00:00:00Z,elsa quishpi,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,2,0,2,2,< 1 Year,2021-11-16T00:00:00Z,2,5,5,5,1,3,3,2,3,3,3,3,5,1,3,3,0,0,0.4,0.4,2.6,d8f0a86c-d4d1-4a9b-b3b2-afffc35fc92c,MDG SESP con enfoque de género,2,1,0,0.5,TRUE
prm,ec0036693,2022-04-19T00:00:00Z,elsa quishpi,Femenino,Presencial,Venezolana,Femenino,Sí,Español,Cédula de identidad / ciudadanía,Español,2,0,2,2,< 1 Year,2021-11-26T00:00:00Z,4,5,5,5,1,1,5,4,3,2,3,4,5,3,4,3.8,0,0.2,0.6000000000000001,0.8,3,11ba16bc-3451-4707-9e99-ad7efb42cac5,MDG SESP con enfoque de género,2,2,76,1,TRUE
prm,ec0037078,2022-03-08T00:00:00Z,gabriela soto,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,3,0,3,1,1 - 3 Years,2019-04-29T00:00:00Z,4,3,5,5,3,3,3,2,3,2,5,1,5,1,3,3.2,0,0,0.6000000000000001,0.6000000000000001,2.6,eabf63bf-9f99-48ae-aee7-c3239a810196,MDG Regular,1,1,0,1,FALSE
caminando,ec0037507,2022-05-10T00:00:00Z,fabricio cueva,Masculino,Presencial,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía Pasaporte,Español,0,0,0,4,1 - 3 Years,2019-04-15T00:00:00Z,5,5,5,0,0,1,5,4,3,5,5,4,5,5,5,4.5,0,0.2,0,0.2,4.3,71fc6bb8-b144-4022-bfff-4f6f9f57d859,NA,1,1,0,1,FALSE
prm,ec0037580,2022-01-19T00:00:00Z,elsa quishpi,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Pasaporte,Español,0,0,0,2,1 - 3 Years,2019-04-07T00:00:00Z,4,3,3,0,3,1,3,2,5,5,5,1,1,1,1,3,0.3,0.2,0,0.5,2.5,25994357-3df0-483a-8fde-9a80db76f0a1,MDG SESP con enfoque de género,2,1,0,0.5,TRUE
prm,ec0037580,2022-04-25T00:00:00Z,elsa quishpi,Femenino,Vía telefónica,Venezolana,Femenino,Sí,Español,Cédula de identidad / ciudadanía,Español,0,0,0,2,1 - 3 Years,2019-04-07T00:00:00Z,4,5,5,0,1,3,3,5,3,3,5,4,5,3,4,3.7777777777777777,0,0,0.4,0.4,3.3777777777777778,7b5c5832-15cd-467a-8bed-9c900287f82a,MDG SESP con enfoque de género,2,2,96,1,TRUE
prm,ec0038078,2022-03-29T00:00:00Z,wendy nazareno,Femenino,Vía telefónica,Venezolana,Femenino,Sí,Español,Cédula de identidad / ciudadanía,Español,2,0,2,2,< 1 Year,2022-03-28T00:00:00Z,5,5,5,5,3,3,3,4,5,5,3,3,1,3,2,3.8,0,0,0,0,3.8,bad3e085-c545-4eb3-89d4-31b263b1c668,MDG Regular,1,1,0,1,FALSE
prm,ec0038202,2022-01-19T00:00:00Z,wendy nazareno,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,1,0,1,1,< 1 Year,2022-01-19T00:00:00Z,4,5,3,0,3,3,1,5,5,5,3,1,1,3,2,3.2222222222222223,0.3,0,0,0.3,2.9222222222222225,c0721c44-e080-480f-9c31-1a3675aeeeb0,MDG SESP con enfoque de género,2,1,0,0.5,TRUE
prm,ec0038202,2022-04-29T00:00:00Z,wendy nazareno,Femenino,Vía telefónica,Venezolana,Femenino,Sí,Español,Cédula de identidad / ciudadanía,Español,1,0,1,1,< 1 Year,2019-05-19T00:00:00Z,5,5,5,5,3,3,3,2,5,3,5,3,1,3,2,3.8,0,0,0.4,0.4,3.4,cf861d71-34fb-407e-8383-6d2649d6c9cc,MDG SESP con enfoque de género,2,2,100,1,TRUE
prm,ec0038439,2022-01-25T00:00:00Z,olivia nazareno,Femenino,Vía telefónica,Colombiana,Masculino,NA,Español,Cédula de identidad / ciudadanía Visa de Protección Internacional,Español,2,0,2,4,1 - 3 Years,2019-05-13T00:00:00Z,4,1,3,0,3,3,3,5,3,3,3,1,5,1,3,2.888888888888889,0.3,0,0.4,0.7,2.188888888888889,0c75e038-2775-4064-bdb9-0f843d594bbe,MDG SESP con enfoque de género,1,1,0,1,FALSE
prm,ec0038739,2022-02-04T00:00:00Z,amelia bone,Femenino,"Por Skype, Zoom u otra plataforma",Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,2,0,2,1,1 - 3 Years,2019-04-25T00:00:00Z,4,1,5,5,3,2,3,3,5,5,3,1,1,3,2,3,0,0.1,0,0.1,2.9,75ab4fd2-9df2-45d8-8bdf-7b0c6ca5cd24,MDG Regular,1,1,0,1,FALSE
prm,ec0039132,2022-01-20T00:00:00Z,patrick arquímedes escobar ramon,Masculino,Vía telefónica,Venezolana,Femenino,NA,Español,Ningún documento,Español,2,0,2,1,1 - 3 Years,2019-04-28T00:00:00Z,5,1,3,5,5,3,3,4,5,3,3,1,1,3,2,3.4,0.3,0,0.4,0.7,2.7,f00a53d1-1d60-4179-b0d7-dbe32a525b4a,NA,1,1,0,1,FALSE
hilton,ec0039698,2021-12-14T00:00:00Z,patricio jacome,Masculino,"Por Skype, Zoom u otra plataforma",Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía Pasaporte,Español,1,1,2,2,< 1 Year,2018-05-12T00:00:00Z,3,0,5,5,5,1,3,3,5,5,3,1,5,3,4,3.5555555555555554,0,0.2,0,0.2,3.355555555555555,a6fccb1f-25f1-4793-8160-7d6a5e6343ae,NA,2,1,0,0.5,TRUE
hilton,ec0039698,2022-04-29T00:00:00Z,mishell yanez,Femenino,Presencial,Venezolana,Femenino,Sí,Español,Cédula de identidad / ciudadanía,Español,1,NA,1,2,1 – 3 Years,2022-04-29T00:00:00Z,5,5,5,5,0,3,5,4,5,3,5,4,1,1,1,4.333333333333333,0,0,0.4,0.4,3.933333333333333,0ad60781-42c1-4220-b45f-f9a582e8625f,NA,2,2,136,1,TRUE
prm,ec0039714,2022-02-03T00:00:00Z,olga herrera,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,4,0,4,1,1 - 3 Years,2019-08-27T00:00:00Z,4,1,5,5,5,2,3,2,5,3,3,1,5,3,4,3.3,0,0.1,0.4,0.5,2.8,68c49a21-e05b-4f68-81b5-d9f7d65fa431,MDG SESP con enfoque de género,1,1,0,1,FALSE
prm,ec0039801,2022-02-01T00:00:00Z,marlene guallasamin,Femenino,Vía telefónica,Colombiana,Femenino,NA,Español,Visa Humanitaria,Español,4,NA,2,NA,1 - 3 Years,2022-02-01T00:00:00Z,5,3,3,1,3,3,3,5,5,5,3,1,1,3,2,3.1,0.3,0,0,0.3,2.8000000000000003,2591220d-c3c2-4dc9-b60a-80df3c612b92,MDG SESP con enfoque de género,2,1,0,0.5,TRUE
prm,ec0039801,2022-05-03T00:00:00Z,marlene guallasamin,Femenino,NA,Colombiana,Femenino,Sí,Español,Visa Humanitaria,Español,4,0,4,2,1 - 3 Years,2019-05-23T00:00:00Z,5,5,5,5,1,3,3,5,3,3,5,3,1,3,2,3.7,0,0,0.4,0.4,3.3000000000000003,e179ccc5-d954-48ad-abd6-6ee493d3c4b7,MDG SESP con enfoque de género,2,2,91,1,TRUE
prm,ec0040888,2022-04-21T00:00:00Z,robby pazmino,Masculino,Vía telefónica,Venezolana,Femenino,NA,Español,Ningún documento,Español,0,0,1,2,1 - 3 Years,2019-06-04T00:00:00Z,5,1,5,1,5,3,5,3,3,3,3,4,5,3,4,3.4,0,0,0.4,0.4,3,91f67bb2-460d-4f7f-8c59-b66e8ba2f1aa,MDG SESP con enfoque de género,1,1,0,1,FALSE
prm,ec0041272,2022-04-28T00:00:00Z,johana quinaluisa,Femenino,Presencial,Venezolana,Femenino,Sí,Español,Cédula de identidad / ciudadanía,Español,4,0,4,1,1 - 3 Years,NA,4,3,5,5,3,3,3,2,3,1,3,4,5,5,5,3.5,0,0,0.8,0.8,2.7,6a290f17-99ff-4a9d-9930-1417cd93d58d,MDG SESP con enfoque de género,1,1,0,1,FALSE
prm,ec0041285,2022-02-28T00:00:00Z,wendy nazareno,Femenino,Vía telefónica,Venezolana,Femenino,Sí,Español,Cédula de identidad / ciudadanía,Español,3,0,3,2,1 - 3 Years,2019-02-11T00:00:00Z,5,3,5,5,3,3,3,4,5,5,5,1,5,3,4,3.8,0,0,0,0,3.8,3875fef0-c6f6-4491-9965-7020f90093c2,MDG Regular,1,1,0,1,FALSE
prm,ec0041694,2022-01-27T00:00:00Z,elsa quishpi,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,1,1,2,2,1 - 3 Years,2019-05-04T00:00:00Z,2,0,5,0,1,3,3,2,5,5,5,1,5,1,3,2.75,0,0,0,0,2.75,fe14ec56-527b-43cc-9647-057181397429,MDG Regular,1,1,0,1,FALSE
caminando,ec0041766,2022-05-11T00:00:00Z,andreina sevillano,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Tarjeta de identidad,Español,2,0,2,1,1 - 3 Years,2020-05-04T00:00:00Z,4,1,3,5,0,3,3,3,5,5,3,1,1,3,2,3,0.3,0,0,0.3,2.7,fd4f33de-3648-49b0-900c-8f9e3b575b4d,NA,1,1,0,1,FALSE
caminando,ec0041899,2022-05-09T00:00:00Z,fabricio cueva,Masculino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía Pasaporte,Español,2,0,2,3,1 - 3 Years,2019-04-06T00:00:00Z,4,3,5,1,3,3,3,4,3,5,3,1,1,3,2,2.7,0,0,0,0,2.7,6c61144c-6fbe-45cd-9d8b-ec65edc59633,NA,1,1,0,1,FALSE
prm,ec0042468,2022-03-29T00:00:00Z,wendy nazareno,Femenino,Vía telefónica,Venezolana,Femenino,Sí,Español,Cédula de identidad / ciudadanía,Español,2,0,2,2,1 - 3 Years,2022-03-28T00:00:00Z,5,5,5,5,3,3,3,4,5,3,5,4,5,3,4,4.3,0,0,0.4,0.4,3.9,82d919c4-7442-415b-9e05-f000cb81cbfa,MDG Regular,1,1,0,1,FALSE
caminando,ec0042524,2022-06-08T00:00:00Z,maria luisa vinueza,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,NA,Español,2,0,2,3,1 - 3 Years,NA,4,3,5,3,3,1,3,1,1,5,3,1,5,3,4,2.6,0,0.2,0,0.2,2.4,97482ae5-36cd-471e-8f41-e0a1911a50c9,NA,1,1,0,1,FALSE
caminando,ec0042999,2022-05-09T00:00:00Z,juan haro,Masculino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía Otro / No aplica,Español,2,0,2,3,1 - 3 Years,2019-04-29T00:00:00Z,4,3,3,1,1,3,3,5,3,3,3,1,5,1,3,2.7,0.3,0,0.4,0.7,2,5dd77c10-b591-46b0-a945-778b218e091b,NA,1,1,0,1,FALSE
prm,ec0043494,2022-04-20T00:00:00Z,robby pazmino,Masculino,Presencial,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,2,0,2,1,3 - 5 Years,2018-12-26T00:00:00Z,5,1,5,3,5,1,5,2,3,5,3,1,5,1,3,3.1,0,0.2,0,0.2,2.9,ada09365-f320-43be-8e0d-40fbabea5580,MDG SESP con enfoque de género,1,1,0,1,FALSE
prm,ec0043800,2022-03-21T00:00:00Z,wendy nazareno,Femenino,Vía telefónica,Venezolana,Femenino,Sí,Español,Cédula de identidad / ciudadanía,Español,1,0,1,2,< 1 Year,2022-03-21T00:00:00Z,5,5,5,5,3,3,5,4,5,3,5,3,1,5,3,4.3,0,0,0.4,0.4,3.9,ef6f0f87-5036-4fda-9168-2c12b9000cad,MDG Regular,1,1,0,1,FALSE
prm,ec0043899,2022-04-18T00:00:00Z,olga herrera,Femenino,Vía telefónica,Venezolana,Femenino,Sí,Español,Cédula de identidad / ciudadanía,Español,3,0,3,2,1 - 3 Years,2019-05-22T00:00:00Z,5,5,5,0,3,3,3,4,5,3,5,4,5,5,5,4.333333333333333,0,0,0.4,0.4,3.933333333333333,a2a0bebc-a442-4460-b1e0-338e2eb5bd55,MDG Regular,1,1,0,1,FALSE
prm,ec0043930,2022-01-25T00:00:00Z,elsa quishpi,Femenino,Presencial,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,3,1,4,1,1 - 3 Years,2019-06-22T00:00:00Z,4,3,3,5,3,1,3,4,5,5,3,1,1,1,1,3.2,0.3,0.2,0,0.5,2.7,9b37d983-23a5-4d13-970a-2cfbefd8c427,MDG SESP con enfoque de género,2,1,0,0.5,TRUE
prm,ec0043930,2022-04-18T00:00:00Z,elsa quishpi,Femenino,Vía telefónica,Venezolana,Femenino,No,Español,Pasaporte,Español,3,1,4,2,1 - 3 Years,2019-06-22T00:00:00Z,5,3,5,5,5,2,5,3,3,2,3,3,5,3,4,3.9,0,0.1,0.6000000000000001,0.7000000000000001,3.1999999999999997,f70b9fc4-6456-4de1-99c8-60c8f099823b,MDG SESP con enfoque de género,2,2,83,1,TRUE
caminando,ec0043942,2022-06-13T00:00:00Z,andreina sevillano,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,2,0,2,1,3 - 5 Years,2019-04-14T00:00:00Z,4,1,5,3,3,2,5,2,5,5,2,1,5,3,4,3,0,0.1,0,0.1,2.9,2082423f-5e07-4bad-ab06-94613170ff6a,NA,1,1,0,1,FALSE
prm,ec0044063,2022-02-02T00:00:00Z,olga herrera,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,3,0,3,1,< 1 Year,2021-07-29T00:00:00Z,4,1,5,5,3,3,5,2,5,5,3,3,5,3,4,3.5,0,0,0,0,3.5,2a2196b9-c56a-41c9-a7df-2bb79096bf44,MDG Regular,1,1,0,1,FALSE
caminando,ec0044104,2022-04-25T00:00:00Z,marlene guallasamin,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Pasaporte,Español,2,0,2,1,< 1 Year,2019-05-27T00:00:00Z,5,3,3,5,1,3,3,5,5,5,3,1,1,1,1,3.2,0.3,0,0,0.3,2.9000000000000004,144fcc93-09de-4ce7-8c45-8e99656797e4,NA,1,1,0,1,FALSE
prm,ec0044388,2022-01-31T00:00:00Z,kerly montero,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía Tarjeta de identidad,Español,2,0,2,2,< 1 Year,2022-01-31T00:00:00Z,3,0,5,1,3,2,5,1,3,2,5,1,1,1,1,2.5555555555555554,0,0.1,0.6000000000000001,0.7000000000000001,1.8555555555555552,0b0587f8-756a-4603-934c-dbb06485b9e7,MDG SESP con enfoque de género,2,1,0,0.5,TRUE
prm,ec0044388,2022-05-06T00:00:00Z,kerly montero,Femenino,Vía telefónica,Venezolana,Femenino,Sí,Español,Cédula de identidad / ciudadanía,Español,2,0,2,2,< 1 Year,2019-06-26T00:00:00Z,4,5,5,5,3,2,5,2,3,2,3,1,5,5,5,3.6,0,0.1,0.6000000000000001,0.7000000000000001,2.9,b754f0b2-6ea2-42d7-8de1-91fa8f5c1d02,MDG SESP con enfoque de género,2,2,95,1,TRUE
prm,ec0044460,2022-02-04T00:00:00Z,amelia bone,Femenino,"Por Skype, Zoom u otra plataforma",Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,2,0,2,3,1 - 3 Years,2018-08-17T00:00:00Z,4,1,5,5,5,3,5,3,5,2,3,1,1,3,2,3.4,0,0,0.6000000000000001,0.6000000000000001,2.8,a48e195b-a103-4cc0-9e50-b2d7767f9944,MDG Regular,1,1,0,1,FALSE
prm,ec0044912,2022-02-08T00:00:00Z,amelia bone,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,4,0,4,1,1 - 3 Years,2019-07-02T00:00:00Z,4,3,5,3,3,3,3,2,5,2,3,1,1,3,2,2.9,0,0,0.6000000000000001,0.6000000000000001,2.3,b6d7fdd5-54a2-4d7e-955d-2d5c05c63981,MDG SESP con enfoque de género,2,1,0,0.5,TRUE
prm,ec0044912,2022-04-22T00:00:00Z,amelia bone,Femenino,Presencial,Venezolana,Femenino,Sí,Español,Cédula de identidad / ciudadanía,Español,4,0,4,1,1 - 3 Years,2019-07-02T00:00:00Z,5,5,5,1,5,3,3,3,3,2,5,3,5,5,5,3.8,0,0,0.6000000000000001,0.6000000000000001,3.1999999999999997,9fa22697-6540-41ed-a3cc-6634a68294ec,MDG SESP con enfoque de género,2,2,73,1,TRUE
prm,ec0045100,2022-02-05T00:00:00Z,bethzabe sanchez,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,2,0,2,1,1 - 3 Years,2019-02-15T00:00:00Z,4,0,5,5,0,3,3,2,5,5,5,1,1,1,1,3.25,0,0,0,0,3.25,bfbbadd0-9ce0-4c5b-baea-a039afe34e5c,MDG Regular,1,1,0,1,FALSE
prm,ec0045255,2022-01-17T00:00:00Z,kerly montero,Femenino,Vía telefónica,Colombiana,Femenino,NA,Español,Cédula de identidad / ciudadanía Visa de Protección Internacional,Español,0,1,1,1,1 - 3 Years,2022-01-17T00:00:00Z,3,0,3,0,1,3,3,1,1,5,5,1,5,5,5,2.5,0.3,0,0,0.3,2.2,b8364903-7c10-41e1-89d1-8a25b86c385c,MDG SESP con enfoque de género,2,1,0,0.5,TRUE
prm,ec0045255,2022-05-06T00:00:00Z,kerly montero,Femenino,Vía telefónica,Colombiana,Femenino,Sí,Español,Cédula de identidad / ciudadanía Visa de Protección Internacional,Español,0,1,1,1,< 1 Year,2018-10-11T00:00:00Z,5,5,5,0,5,2,5,3,3,2,5,3,5,5,5,4.333333333333333,0,0.1,0.6000000000000001,0.7000000000000001,3.633333333333333,13cacb16-6e43-4d14-92d3-720a11ba2569,MDG SESP con enfoque de género,2,2,109,1,TRUE
prm,ec0045305,2022-03-22T00:00:00Z,wendy nazareno,Femenino,Vía telefónica,Venezolana,Femenino,Sí,Español,Cédula de identidad / ciudadanía,Español,3,0,3,1,1 - 3 Years,2022-03-22T00:00:00Z,5,5,5,5,3,3,3,4,5,5,5,1,5,3,4,4,0,0,0,0,4,b5d63601-f497-4d8c-913a-b3eeedbe7759,MDG Regular,1,1,0,1,FALSE
prm,ec0045694,2022-02-03T00:00:00Z,olga herrera,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,2,0,2,2,1 - 3 Years,2019-07-08T00:00:00Z,4,1,5,3,3,1,3,2,5,3,2,1,5,3,4,2.8,0,0.2,0.4,0.6000000000000001,2.1999999999999997,2b5592c0-7ab2-431f-a222-f95a34519cdc,MDG SESP con enfoque de género,2,1,0,0.5,TRUE
prm,ec0045694,2022-04-18T00:00:00Z,olga herrera,Femenino,Presencial,Venezolana,Femenino,Sí,Español,Cédula de identidad / ciudadanía,Español,2,0,2,2,1 - 3 Years,2019-07-08T00:00:00Z,5,5,5,5,3,1,3,5,5,3,5,3,5,5,5,4.4,0,0.2,0.4,0.6000000000000001,3.8000000000000003,d653b545-45df-419c-af36-9c98466d4f8f,MDG SESP con enfoque de género,2,2,74,1,TRUE
prm,ec0045848,2022-01-19T00:00:00Z,wendy nazareno,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,1,0,1,2,< 1 Year,2022-01-20T00:00:00Z,5,5,5,1,1,3,3,3,5,3,5,1,5,3,4,3.3,0,0,0.4,0.4,2.9,f3c21fa8-caab-440f-8447-f9fc50988209,MDG SESP con enfoque de género,1,1,0,1,FALSE
caminando,ec0045946,2022-04-26T00:00:00Z,juan haro,Masculino,Vía telefónica,Venezolana,Femenino,NA,Español,Pasaporte,Español,2,0,2,2,3 - 5 Years,2018-09-06T00:00:00Z,4,5,5,1,0,3,3,5,3,3,5,1,5,1,3,3.3333333333333335,0,0,0.4,0.4,2.9333333333333336,5f261654-4e35-46f8-bd57-054c4de113d1,NA,1,1,0,1,FALSE
caminando,ec0046270,2022-05-04T00:00:00Z,vanessa ramos,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,3,0,3,1,3 - 5 Years,2019-05-26T00:00:00Z,4,1,5,5,3,3,1,2,3,5,3,1,5,1,3,2.6,0,0,0,0,2.6,8bad273c-7d96-4e50-8a22-50a4f1e6da27,NA,1,1,0,1,FALSE
prm,ec0046356,2022-04-28T00:00:00Z,johana quinaluisa,Femenino,Presencial,Venezolana,Femenino,Sí,Español,Cédula de identidad / ciudadanía,Español,1,0,1,1,1 - 3 Years,NA,4,0,5,1,3,3,3,2,3,2,3,1,5,5,5,2.7777777777777777,0,0,0.6000000000000001,0.6000000000000001,2.1777777777777776,28cd8184-d5d6-441b-ab6c-dc6ae41efb21,MDG SESP con enfoque de género,1,1,0,1,FALSE
caminando,ec0047008,2022-05-11T00:00:00Z,andreina sevillano,Femenino,Presencial,Venezolana,Femenino,NA,Español,Pasaporte Tarjeta de identidad,Español,2,1,3,2,1 - 3 Years,2018-12-18T00:00:00Z,4,3,5,5,3,2,3,3,5,5,3,1,1,1,1,3.1,0,0.1,0,0.1,3,2f017d5a-6732-49c9-915c-a5f29b86bc45,NA,1,1,0,1,FALSE
prm,ec0047071,2022-02-23T00:00:00Z,amelia bone,Femenino,"Por Skype, Zoom u otra plataforma",Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,3,0,3,1,1 - 3 Years,2019-06-21T00:00:00Z,4,1,5,5,3,3,5,2,3,3,2,1,1,3,2,2.8,0,0,0.4,0.4,2.4,348af80c-ff9f-4aaa-9c1a-67a73373603f,MDG SESP con enfoque de género,2,1,0,0.5,TRUE
prm,ec0047071,2022-05-19T00:00:00Z,amelia bone,Femenino,Presencial,Venezolana,Femenino,Sí,Español,Cédula de identidad / ciudadanía,Español,3,0,3,1,1 - 3 Years,2019-06-21T00:00:00Z,4,5,5,1,3,3,3,3,3,2,5,3,1,5,3,3.3,0,0,0.6000000000000001,0.6000000000000001,2.6999999999999997,51d542ac-3a63-4680-9d5d-0b0b4804ad47,MDG SESP con enfoque de género,2,2,85,1,TRUE
prm,ec0047315,2022-01-20T00:00:00Z,olivia nazareno,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,2,0,2,2,3 - 5 Years,2018-04-11T00:00:00Z,5,1,5,5,3,1,3,3,3,3,5,3,5,5,5,3.6,0,0.2,0.4,0.6000000000000001,3,2382dc77-e70c-4791-bd46-1ac8aaabf5f1,MDG SESP con enfoque de género,1,1,0,1,FALSE
prm,ec0047502,2022-03-31T00:00:00Z,wendy nazareno,Femenino,Vía telefónica,Colombiana,Femenino,Sí,Español,Cédula de identidad / ciudadanía,Español,0,0,0,2,< 1 Year,2019-07-31T00:00:00Z,5,3,5,0,3,3,3,4,5,5,5,4,5,3,4,4,0,0,0,0,4,18672f19-efbd-4064-a43b-9a8a5f870b57,MDG Regular,1,1,0,1,FALSE
prm,ec0047632,2022-02-14T00:00:00Z,kerly montero,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía Visa de excepción (VERHU),Español,2,0,2,3,1 - 3 Years,2018-08-15T00:00:00Z,4,3,2,5,3,1,5,1,5,5,3,1,1,5,3,3.3,0.44999999999999996,0.2,0,0.6499999999999999,2.65,8e149614-5bcb-40a4-b290-3040fba70514,MDG Regular,2,1,0,0.5,TRUE
prm,ec0047632,2022-05-06T00:00:00Z,kerly montero,Femenino,Vía telefónica,Venezolana,Femenino,Sí,Español,Cédula de identidad / ciudadanía,Español,2,0,2,3,1 - 3 Years,2018-08-15T00:00:00Z,5,5,5,5,3,2,5,4,3,2,3,4,5,5,5,4.2,0,0.1,0.6000000000000001,0.7000000000000001,3.5,636a9f1f-a281-4822-996f-19430e46ba25,MDG Regular,2,2,81,1,TRUE
prm,ec0047837,2022-02-11T00:00:00Z,kerly montero,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía Pasaporte,Español,2,0,2,1,1 - 3 Years,2018-10-20T00:00:00Z,5,3,5,5,3,3,1,1,1,5,3,1,5,1,3,2.6,0,0,0,0,2.6,fb1e42ad-6206-4db8-9669-e030e32a367e,MDG Regular,2,1,0,0.5,TRUE
prm,ec0047837,2022-05-06T00:00:00Z,kerly montero,Femenino,Vía telefónica,Venezolana,Femenino,Sí,Español,Cédula de identidad / ciudadanía Pasaporte,Español,2,0,2,1,< 1 Year,2018-10-20T00:00:00Z,5,5,5,5,3,3,3,4,3,2,5,4,5,5,5,4.2,0,0,0.6000000000000001,0.6000000000000001,3.6,f6ac9764-61e1-4b31-a54f-d9f7ee91ec60,MDG Regular,2,2,84,1,TRUE
prm,ec0047911,2022-02-01T00:00:00Z,kerly montero,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía Visa Humanitaria,Español,5,0,5,2,1 - 3 Years,2019-07-18T00:00:00Z,4,1,5,5,3,2,3,1,5,3,3,1,1,1,1,2.7,0,0.1,0.4,0.5,2.2,ef06f29e-4772-4b24-9825-27834193cbe1,MDG SESP con enfoque de género,2,1,0,0.5,TRUE
prm,ec0047911,2022-05-06T00:00:00Z,kerly montero,Femenino,Vía telefónica,Venezolana,Femenino,Sí,Español,Cédula de identidad / ciudadanía,Español,5,0,5,2,1 - 3 Years,2019-07-18T00:00:00Z,4,5,5,5,5,3,5,4,3,2,5,3,5,5,5,4.4,0,0,0.6000000000000001,0.6000000000000001,3.8000000000000003,bb3d6196-4efa-47db-81a3-69f53033869a,MDG SESP con enfoque de género,2,2,94,1,TRUE
hilton,ec0048076,2021-11-16T00:00:00Z,john ycaza,Masculino,Presencial,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,1,1,2,3,1 – 3 Years,2018-09-19T00:00:00Z,3,0,5,0,1,1,3,2,5,5,3,1,5,3,4,2.75,0,0.2,0,0.2,2.55,8096e2ef-7696-4973-8014-b1ffe389c257,NA,2,1,0,0.5,TRUE
hilton,ec0048076,2022-06-16T00:00:00Z,john ycaza,Masculino,Vía telefónica,Venezolana,Femenino,Sí,Español,Cédula de identidad / ciudadanía,Español,1,NA,2,3,< 1 Year,2018-09-18T00:00:00Z,4,5,5,5,0,2,3,4,3,3,5,3,5,5,5,4.111111111111111,0,0.1,0.4,0.5,3.6111111111111107,1d1bb65b-0a23-4b61-b87d-94e39a9b15ec,NA,2,2,212,1,TRUE
prm,ec0048210,2022-01-25T00:00:00Z,kerly montero,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,3,1,4,2,1 - 3 Years,2018-08-15T00:00:00Z,4,3,5,5,3,3,3,1,3,3,3,1,1,5,3,2.9,0,0,0.4,0.4,2.5,f18c4195-9182-456a-92a5-6874fadc9259,MDG Regular,2,1,0,0.5,TRUE
